Scenario,Year,RegionNum,Geogr,SubDat,Fuel,Description,Unit,value
refnocpp,2030,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2030,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2031,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2031,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2032,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2032,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2033,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2033,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2034,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2034,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2035,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2035,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2036,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2036,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2037,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2037,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2038,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2038,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2039,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2039,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2040,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2040,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2041,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2041,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2042,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2042,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2043,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2043,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2044,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2044,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2045,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2045,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2046,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2046,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2047,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2047,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2048,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2048,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2049,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2049,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2050,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2050,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/NG Cofiring,million short tons,0
refnocpp,2009,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2009,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2010,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2010,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2011,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2011,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2012,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2012,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2013,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2013,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2014,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2014,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2015,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2015,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2016,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2016,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2017,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2017,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2018,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2018,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2019,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2019,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2020,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2020,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2021,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2021,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2022,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2022,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2023,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2023,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2024,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2024,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2025,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2025,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2026,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2026,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2027,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2027,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2028,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2028,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2029,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2029,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2030,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2030,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2031,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2031,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2032,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2032,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2033,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2033,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2034,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2034,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2035,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2035,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2036,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2036,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2037,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2037,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2038,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2038,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2039,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2039,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2040,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2040,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2041,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2041,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2042,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2042,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2043,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2043,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2044,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2044,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2045,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2045,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2046,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2046,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2047,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2047,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2048,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2048,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2049,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2049,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2050,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2050,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Partial Seq,million short tons,0
refnocpp,2009,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2009,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2010,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2010,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2011,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2011,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2012,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2012,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2013,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2013,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2014,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2014,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2015,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2015,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2016,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2016,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2017,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2017,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2018,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2018,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2019,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2019,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2020,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2020,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2021,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2021,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2022,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2022,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2023,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2023,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2024,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2024,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2025,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2025,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2026,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2026,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2027,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2027,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2028,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2028,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2029,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2029,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2030,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2030,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2031,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2031,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2032,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2032,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2033,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2033,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2034,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2034,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2035,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2035,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2036,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2036,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2037,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2037,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2038,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2038,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2039,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2039,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2040,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2040,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2041,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2041,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2042,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2042,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2043,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2043,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2044,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2044,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2045,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2045,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2046,16,serc reliability corporation / virginia-carolina,nitrogen oxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
refnocpp,2046,16,serc reliability corporation / virginia-carolina,sulfur dioxide,coal,Coal for units characterized as IGCC w/Sequestration,million short tons,0
