Scenario,Year,RegionNum,Geogr,SubDat,Fuel,Description,Unit,value
refnocpp,2009,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.008998278
refnocpp,2009,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.247172302
refnocpp,2010,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.008340076
refnocpp,2010,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.244162147
refnocpp,2011,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.007991932
refnocpp,2011,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.240681064
refnocpp,2012,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.01185419
refnocpp,2012,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.202470794
refnocpp,2013,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.013173871
refnocpp,2013,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.228486195
refnocpp,2014,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.004618412
refnocpp,2014,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.182157932
refnocpp,2015,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.001648909
refnocpp,2015,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.081389009
refnocpp,2016,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.001347331
refnocpp,2016,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.004223151
refnocpp,2017,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.001286382
refnocpp,2017,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.003960107
refnocpp,2018,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.002734656
refnocpp,2018,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.018109017
refnocpp,2019,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.004862188
refnocpp,2019,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.02793315
refnocpp,2020,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006175067
refnocpp,2020,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.038480467
refnocpp,2021,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006190425
refnocpp,2021,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.029329907
refnocpp,2022,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006355973
refnocpp,2022,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.028966342
refnocpp,2023,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.00636011
refnocpp,2023,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.029002641
refnocpp,2024,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006319187
refnocpp,2024,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.038534279
refnocpp,2025,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.00705658
refnocpp,2025,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.031838963
refnocpp,2026,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006629959
refnocpp,2026,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.029740187
refnocpp,2027,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006977676
refnocpp,2027,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.031428207
refnocpp,2028,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.007411325
refnocpp,2028,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.033509383
refnocpp,2029,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.008948586
refnocpp,2029,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.041455523
refnocpp,2030,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.00885102
refnocpp,2030,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.040939799
refnocpp,2031,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.008932101
refnocpp,2031,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.04140751
refnocpp,2032,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.008855407
refnocpp,2032,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.040829071
refnocpp,2033,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.008458583
refnocpp,2033,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.039017538
refnocpp,2034,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.007577317
refnocpp,2034,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.03494193
refnocpp,2035,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006944309
refnocpp,2035,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.031873157
refnocpp,2036,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006770307
refnocpp,2036,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.030888878
refnocpp,2037,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006556518
refnocpp,2037,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.029565696
refnocpp,2038,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.00635844
refnocpp,2038,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.033919608
refnocpp,2039,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006290205
refnocpp,2039,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.028485522
refnocpp,2040,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006273052
refnocpp,2040,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.028927621
refnocpp,2041,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006151353
refnocpp,2041,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.028141735
refnocpp,2042,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.00625079
refnocpp,2042,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.029011866
refnocpp,2043,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.00623057
refnocpp,2043,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.028508503
refnocpp,2044,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006167311
refnocpp,2044,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.02784299
refnocpp,2045,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006139243
refnocpp,2045,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.036760192
refnocpp,2046,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006245991
refnocpp,2046,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.028293032
refnocpp,2047,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.006674367
refnocpp,2047,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.04062722
refnocpp,2048,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.00651435
refnocpp,2048,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.039454022
refnocpp,2049,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.007097338
refnocpp,2049,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.044306565
refnocpp,2050,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.007231836
refnocpp,2050,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-,million short tons,0.033403716
refnocpp,2009,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2009,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2010,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2010,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2011,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2011,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2012,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2012,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2013,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2013,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2014,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2014,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2015,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2015,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2016,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2016,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2017,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2017,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2018,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2018,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2019,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2019,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2020,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2020,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2021,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2021,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2022,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2022,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2023,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2023,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2024,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2024,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2025,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2025,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2026,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2026,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2027,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2027,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2028,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2028,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2029,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2029,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2030,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2030,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2031,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2031,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2032,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2032,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2033,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2033,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2034,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2034,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2035,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2035,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2036,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2036,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2037,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2037,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2038,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2038,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2039,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2039,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2040,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2040,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2041,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2041,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2042,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2042,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2043,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2043,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2044,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2044,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2045,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2045,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2046,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2046,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2047,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2047,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2048,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2048,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2049,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2049,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2050,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2050,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 Unscb-BH -Any-SC,million short tons,0
refnocpp,2009,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003331612
refnocpp,2009,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.00524664
refnocpp,2010,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006795342
refnocpp,2010,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.009086146
refnocpp,2011,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006603487
refnocpp,2011,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.017990859
refnocpp,2012,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.004937345
refnocpp,2012,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.009967383
refnocpp,2013,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005427248
refnocpp,2013,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.013190628
refnocpp,2014,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005782093
refnocpp,2014,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.016583862
refnocpp,2015,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.004331189
refnocpp,2015,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.010789182
refnocpp,2016,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003620399
refnocpp,2016,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.004925457
refnocpp,2017,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005877259
refnocpp,2017,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.008378492
refnocpp,2018,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.0060404
refnocpp,2018,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.008191296
refnocpp,2019,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006223394
refnocpp,2019,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.008067477
refnocpp,2020,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006281526
refnocpp,2020,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006094628
refnocpp,2021,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006295085
refnocpp,2021,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005501559
refnocpp,2022,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.00631854
refnocpp,2022,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006715364
refnocpp,2023,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006320335
refnocpp,2023,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.004306799
refnocpp,2024,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006279181
refnocpp,2024,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005709566
refnocpp,2025,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006327857
refnocpp,2025,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005722568
refnocpp,2026,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006321248
refnocpp,2026,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003899964
refnocpp,2027,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006335967
refnocpp,2027,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003898836
refnocpp,2028,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006340378
refnocpp,2028,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003885368
refnocpp,2029,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006328187
refnocpp,2029,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003879116
refnocpp,2030,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006347591
refnocpp,2030,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003888257
refnocpp,2031,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006337956
refnocpp,2031,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.00571381
refnocpp,2032,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006353221
refnocpp,2032,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003882039
refnocpp,2033,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006335302
refnocpp,2033,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005711882
