County,State,CenReg,CenDiv,EMMReg
26125,26,2,4,10
26127,26,2,4,10
26129,26,2,4,10
26131,26,2,4,3
26133,26,2,4,10
26135,26,2,4,10
26137,26,2,4,10
26139,26,2,4,10
26141,26,2,4,10
26143,26,2,4,10
26145,26,2,4,10
26147,26,2,4,10
26149,26,2,4,10
26151,26,2,4,10
26153,26,2,4,3
26155,26,2,4,10
26157,26,2,4,10
26159,26,2,4,11
26161,26,2,4,10
26163,26,2,4,10
26165,26,2,4,10
27001,27,2,4,4
27003,27,2,4,4
27005,27,2,4,4
27007,27,2,4,4
27009,27,2,4,4
27011,27,2,4,4
27013,27,2,4,4
27015,27,2,4,4
27017,27,2,4,4
27019,27,2,4,4
27021,27,2,4,4
27023,27,2,4,4
27025,27,2,4,4
27027,27,2,4,4
27029,27,2,4,4
27031,27,2,4,4
27033,27,2,4,4
27035,27,2,4,4
27037,27,2,4,4
27039,27,2,4,4
27041,27,2,4,4
27043,27,2,4,4
27045,27,2,4,4
27047,27,2,4,4
27049,27,2,4,4
27051,27,2,4,4
27053,27,2,4,4
27055,27,2,4,4
27057,27,2,4,4
27059,27,2,4,4
27061,27,2,4,4
27063,27,2,4,4
27065,27,2,4,4
27067,27,2,4,4
27069,27,2,4,4
27071,27,2,4,4
27073,27,2,4,4
27075,27,2,4,4
27077,27,2,4,4
27079,27,2,4,4
27081,27,2,4,4
27083,27,2,4,4
27085,27,2,4,4
27087,27,2,4,4
27089,27,2,4,4
27091,27,2,4,4
27093,27,2,4,4
27095,27,2,4,4
27097,27,2,4,4
27099,27,2,4,4
27101,27,2,4,4
27103,27,2,4,4
27105,27,2,4,4
27107,27,2,4,4
27109,27,2,4,4
27111,27,2,4,4
27113,27,2,4,4
27115,27,2,4,4
27117,27,2,4,4
27119,27,2,4,4
27121,27,2,4,4
27123,27,2,4,4
27125,27,2,4,4
27127,27,2,4,4
27129,27,2,4,4
27131,27,2,4,4
27133,27,2,4,4
27135,27,2,4,4
27137,27,2,4,4
27139,27,2,4,4
27141,27,2,4,4
27143,27,2,4,4
27145,27,2,4,4
27147,27,2,4,4
27149,27,2,4,4
27151,27,2,4,4
27153,27,2,4,4
27155,27,2,4,4
27157,27,2,4,4
27159,27,2,4,4
27161,27,2,4,4
27163,27,2,4,4
27165,27,2,4,4
27167,27,2,4,4
27169,27,2,4,4
27171,27,2,4,4
27173,27,2,4,4
28001,28,3,6,12
28003,28,3,6,15
28005,28,3,6,14
28007,28,3,6,12
28009,28,3,6,15
28011,28,3,6,14
28013,28,3,6,15
28015,28,3,6,14
28017,28,3,6,15
28019,28,3,6,15
28021,28,3,6,12
28023,28,3,6,14
28025,28,3,6,15
28027,28,3,6,12
28029,28,3,6,12
28031,28,3,6,14
28033,28,3,6,12
28035,28,3,6,14
28037,28,3,6,12
28039,28,3,6,14
28041,28,3,6,14
28043,28,3,6,15
28045,28,3,6,14
28047,28,3,6,14
28049,28,3,6,12
28051,28,3,6,14
28053,28,3,6,14
28055,28,3,6,14
28057,28,3,6,15
28059,28,3,6,14
28061,28,3,6,14
28063,28,3,6,14
28065,28,3,6,14
28067,28,3,6,14
28069,28,3,6,15
28071,28,3,6,15
28073,28,3,6,14
28075,28,3,6,15
28077,28,3,6,14
28079,28,3,6,15
28081,28,3,6,15
28083,28,3,6,12
28085,28,3,6,12
28087,28,3,6,15
28089,28,3,6,12
28091,28,3,6,14
28093,28,3,6,15
28095,28,3,6,15
28097,28,3,6,14
28099,28,3,6,15
28101,28,3,6,15
28103,28,3,6,15
28105,28,3,6,15
28107,28,3,6,15
28109,28,3,6,14
28111,28,3,6,14
28113,28,3,6,14
28115,28,3,6,15
28117,28,3,6,15
28119,28,3,6,15
28121,28,3,6,12
28123,28,3,6,15
28125,28,3,6,14
28127,28,3,6,15
28129,28,3,6,12
28131,28,3,6,14
28133,28,3,6,14
28135,28,3,6,12
28137,28,3,6,15
28139,28,3,6,15
28141,28,3,6,15
28143,28,3,6,14
28145,28,3,6,15
28147,28,3,6,14
28149,28,3,6,14
28151,28,3,6,12
28153,28,3,6,14
28155,28,3,6,15
28157,28,3,6,14
28159,28,3,6,15
28161,28,3,6,15
28163,28,3,6,12
29001,29,2,4,13
29003,29,2,4,17
29005,29,2,4,17
29007,29,2,4,13
29009,29,2,4,13
29011,29,2,4,13
29013,29,2,4,13
29015,29,2,4,17
29017,29,2,4,13
29019,29,2,4,13
29021,29,2,4,13
29023,29,2,4,13
29025,29,2,4,13
29027,29,2,4,13
29029,29,2,4,13
29031,29,2,4,13
29033,29,2,4,17
29035,29,2,4,13
29037,29,2,4,17
29039,29,2,4,13
29041,29,2,4,17
29043,29,2,4,13
29045,29,2,4,13
29047,29,2,4,13
29049,29,2,4,13
29051,29,2,4,13
29053,29,2,4,13
29055,29,2,4,13
29057,29,2,4,13
29059,29,2,4,17
29061,29,2,4,13
29063,29,2,4,13
29065,29,2,4,13
29067,29,2,4,13
29069,29,2,4,12
29071,29,2,4,13
29073,29,2,4,13
29075,29,2,4,13
29077,29,2,4,13
29079,29,2,4,13
29081,29,2,4,13
29083,29,2,4,13
29085,29,2,4,13
29087,29,2,4,13
29089,29,2,4,17
29091,29,2,4,13
29093,29,2,4,13
29095,29,2,4,17
29097,29,2,4,13
29099,29,2,4,13
29101,29,2,4,13
29103,29,2,4,13
29105,29,2,4,13
29107,29,2,4,17
29109,29,2,4,13
29111,29,2,4,13
29113,29,2,4,13
29115,29,2,4,13
29117,29,2,4,13
29119,29,2,4,13
29121,29,2,4,13
29123,29,2,4,13
29125,29,2,4,13
29127,29,2,4,13
29129,29,2,4,17
29131,29,2,4,13
29133,29,2,4,13
29135,29,2,4,13
29137,29,2,4,13
29139,29,2,4,13
29141,29,2,4,13
29143,29,2,4,13
29145,29,2,4,13
29147,29,2,4,13
29149,29,2,4,13
29151,29,2,4,13
29153,29,2,4,13
29155,29,2,4,13
29157,29,2,4,13
29159,29,2,4,13
29161,29,2,4,13
29163,29,2,4,13
29165,29,2,4,13
29167,29,2,4,13
29169,29,2,4,13
29171,29,2,4,13
29173,29,2,4,13
29175,29,2,4,13
29177,29,2,4,13
29179,29,2,4,13
29181,29,2,4,13
29183,29,2,4,13
29185,29,2,4,13
29186,29,2,4,13
29187,29,2,4,13
29189,29,2,4,13
29195,29,2,4,17
29197,29,2,4,13
29199,29,2,4,13
29201,29,2,4,13
29203,29,2,4,13
29205,29,2,4,13
29207,29,2,4,13
29209,29,2,4,17
29211,29,2,4,13
29213,29,2,4,13
29215,29,2,4,13
29217,29,2,4,13
29219,29,2,4,13
29221,29,2,4,13
29223,29,2,4,13
29225,29,2,4,13
29227,29,2,4,17
29229,29,2,4,13
29510,29,2,4,13
30001,30,4,8,21
30003,30,4,8,21
30005,30,4,8,21
30007,30,4,8,21
30009,30,4,8,21
30011,30,4,8,21
30013,30,4,8,21
30015,30,4,8,21
30017,30,4,8,21
30019,30,4,8,4
30021,30,4,8,4
30023,30,4,8,21
30025,30,4,8,4
30027,30,4,8,21
30029,30,4,8,21
30031,30,4,8,21
30033,30,4,8,21
30035,30,4,8,21
30037,30,4,8,21
30039,30,4,8,21
30041,30,4,8,21
30043,30,4,8,21
30045,30,4,8,21
30047,30,4,8,21
30049,30,4,8,21
30051,30,4,8,21
30053,30,4,8,21
30055,30,4,8,4
30057,30,4,8,21
30059,30,4,8,21
30061,30,4,8,21
30063,30,4,8,21
30065,30,4,8,21
30067,30,4,8,21
30069,30,4,8,21
30071,30,4,8,21
30073,30,4,8,21
30075,30,4,8,21
30077,30,4,8,21
30079,30,4,8,4
30081,30,4,8,21
30083,30,4,8,4
30085,30,4,8,21
30087,30,4,8,21
30089,30,4,8,21
30091,30,4,8,21
30093,30,4,8,21
30095,30,4,8,21
30097,30,4,8,21
30099,30,4,8,21
30101,30,4,8,21
30103,30,4,8,21
30105,30,4,8,21
30107,30,4,8,21
30109,30,4,8,4
30111,30,4,8,21
31001,31,2,4,4
31003,31,2,4,4
31005,31,2,4,22
31007,31,2,4,22
31009,31,2,4,4
31011,31,2,4,4
31013,31,2,4,22
31015,31,2,4,4
31017,31,2,4,4
31019,31,2,4,4
31021,31,2,4,4
31023,31,2,4,4
31025,31,2,4,4
31027,31,2,4,4
31029,31,2,4,22
31031,31,2,4,4
31033,31,2,4,22
31035,31,2,4,4
31037,31,2,4,4
31039,31,2,4,4
31041,31,2,4,4
31043,31,2,4,4
31045,31,2,4,22
31047,31,2,4,4
31049,31,2,4,22
31051,31,2,4,4
31053,31,2,4,4
31055,31,2,4,4
31057,31,2,4,4
31059,31,2,4,4
31061,31,2,4,4
31063,31,2,4,4
31065,31,2,4,4
31067,31,2,4,4
31069,31,2,4,22
31071,31,2,4,4
31073,31,2,4,4
31075,31,2,4,22
31077,31,2,4,4
31079,31,2,4,4
31081,31,2,4,4
31083,31,2,4,4
31085,31,2,4,4
31087,31,2,4,4
31089,31,2,4,4
31091,31,2,4,22
31093,31,2,4,4
31095,31,2,4,4
31097,31,2,4,4
31099,31,2,4,4
31101,31,2,4,22
31103,31,2,4,4
31105,31,2,4,22
31107,31,2,4,4
31109,31,2,4,4
31111,31,2,4,4
31113,31,2,4,4
31115,31,2,4,4
31117,31,2,4,4
31119,31,2,4,4
31121,31,2,4,4
31123,31,2,4,22
31125,31,2,4,4
31127,31,2,4,4
31129,31,2,4,4
31131,31,2,4,4
31133,31,2,4,4
31135,31,2,4,22
31137,31,2,4,4
31139,31,2,4,4
31141,31,2,4,4
31143,31,2,4,4
31145,31,2,4,4
31147,31,2,4,4
31149,31,2,4,4
31151,31,2,4,4
31153,31,2,4,4
31155,31,2,4,4
31157,31,2,4,4
31159,31,2,4,4
31161,31,2,4,22
31163,31,2,4,4
31165,31,2,4,22
31167,31,2,4,4
31169,31,2,4,4
31171,31,2,4,4
31173,31,2,4,4
31175,31,2,4,4
31177,31,2,4,4
31179,31,2,4,4
31181,31,2,4,4
31183,31,2,4,4
31185,31,2,4,4
32001,32,4,8,21
32003,32,4,8,19
32005,32,4,8,21
32007,32,4,8,21
32009,32,4,8,19
32011,32,4,8,21
32013,32,4,8,21
32015,32,4,8,21
32017,32,4,8,19
32019,32,4,8,21
32021,32,4,8,21
32023,32,4,8,21
32027,32,4,8,21
32029,32,4,8,21
32031,32,4,8,21
32033,32,4,8,21
32510,32,4,8,21
33001,33,1,1,5
33003,33,1,1,5
33005,33,1,1,5
33007,33,1,1,5
33009,33,1,1,5
33011,33,1,1,5
33013,33,1,1,5
33015,33,1,1,5
33017,33,1,1,5
33019,33,1,1,5
34001,34,1,2,9
34003,34,1,2,9
34005,34,1,2,9
34007,34,1,2,9
34009,34,1,2,9
34011,34,1,2,9
34013,34,1,2,9
34015,34,1,2,9
34017,34,1,2,9
34019,34,1,2,9
34021,34,1,2,9
34023,34,1,2,9
34025,34,1,2,9
34027,34,1,2,9
34029,34,1,2,9
34031,34,1,2,9
34033,34,1,2,9
34035,34,1,2,9
34037,34,1,2,9
34039,34,1,2,9
34041,34,1,2,9
35001,35,4,8,19
35003,35,4,8,19
35005,35,4,8,19
35006,35,4,8,19
35007,35,4,8,19
35009,35,4,8,18
35011,35,4,8,18
35013,35,4,8,19
35015,35,4,8,18
35017,35,4,8,19
35019,35,4,8,19
35021,35,4,8,19
35023,35,4,8,19
35025,35,4,8,18
35027,35,4,8,19
35028,35,4,8,19
35029,35,4,8,19
35031,35,4,8,19
35033,35,4,8,19
35035,35,4,8,19
35037,35,4,8,18
35039,35,4,8,19
35041,35,4,8,18
35043,35,4,8,19
35045,35,4,8,21
35047,35,4,8,19
35049,35,4,8,19
35051,35,4,8,19
35053,35,4,8,19
35055,35,4,8,19
35057,35,4,8,19
35059,35,4,8,19
35061,35,4,8,19
36001,36,1,2,8
36003,36,1,2,8
36005,36,1,2,6
36007,36,1,2,8
36009,36,1,2,8
36011,36,1,2,8
36013,36,1,2,8
36015,36,1,2,8
36017,36,1,2,8
36019,36,1,2,8
36021,36,1,2,8
36023,36,1,2,8
36025,36,1,2,8
36027,36,1,2,8
36029,36,1,2,8
36031,36,1,2,8
36033,36,1,2,8
36035,36,1,2,8
36037,36,1,2,8
36039,36,1,2,8
36041,36,1,2,8
36043,36,1,2,8
36045,36,1,2,8
36047,36,1,2,6
36049,36,1,2,8
36051,36,1,2,8
36053,36,1,2,8
36055,36,1,2,8
36057,36,1,2,8
36059,36,1,2,7
36061,36,1,2,6
36063,36,1,2,8
36065,36,1,2,8
36067,36,1,2,8
36069,36,1,2,8
36071,36,1,2,8
36073,36,1,2,8
36075,36,1,2,8
36077,36,1,2,8
36079,36,1,2,8
36081,36,1,2,6
36083,36,1,2,8
36085,36,1,2,6
36087,36,1,2,8
36089,36,1,2,8
36091,36,1,2,8
36093,36,1,2,8
36095,36,1,2,8
36097,36,1,2,8
36099,36,1,2,8
36101,36,1,2,8
36103,36,1,2,7
36105,36,1,2,8
36107,36,1,2,8
36109,36,1,2,8
36111,36,1,2,8
36113,36,1,2,8
36115,36,1,2,8
36117,36,1,2,8
36119,36,1,2,6
36121,36,1,2,8
36123,36,1,2,8
37001,37,3,5,16
37003,37,3,5,16
37005,37,3,5,16
37007,37,3,5,16
37009,37,3,5,16
37011,37,3,5,15
37013,37,3,5,16
37015,37,3,5,16
37017,37,3,5,16
37019,37,3,5,16
37021,37,3,5,16
37023,37,3,5,15
37025,37,3,5,16
37027,37,3,5,15
37029,37,3,5,16
37031,37,3,5,16
37033,37,3,5,16
37035,37,3,5,16
37037,37,3,5,16
37039,37,3,5,16
37041,37,3,5,16
37043,37,3,5,15
37045,37,3,5,16
37047,37,3,5,16
37049,37,3,5,16
37051,37,3,5,16
37053,37,3,5,16
37055,37,3,5,16
37057,37,3,5,16
37059,37,3,5,16
37061,37,3,5,16
37063,37,3,5,16
37065,37,3,5,16
37067,37,3,5,16
37069,37,3,5,16
37071,37,3,5,16
37073,37,3,5,16
37075,37,3,5,16
37077,37,3,5,16
37079,37,3,5,16
37081,37,3,5,16
37083,37,3,5,16
37085,37,3,5,16
37087,37,3,5,16
37089,37,3,5,15
37091,37,3,5,16
37093,37,3,5,16
37095,37,3,5,16
37097,37,3,5,16
37099,37,3,5,15
37101,37,3,5,16
37103,37,3,5,16
37105,37,3,5,16
37107,37,3,5,16
37109,37,3,5,16
37111,37,3,5,15
37113,37,3,5,16
37115,37,3,5,16
37117,37,3,5,16
37119,37,3,5,16
37121,37,3,5,16
37123,37,3,5,16
37125,37,3,5,16
37127,37,3,5,16
37129,37,3,5,16
37131,37,3,5,16
37133,37,3,5,16
37135,37,3,5,16
37137,37,3,5,16
37139,37,3,5,16
37141,37,3,5,16
37143,37,3,5,16
37145,37,3,5,16
37147,37,3,5,16
37149,37,3,5,16
37151,37,3,5,16
37153,37,3,5,16
37155,37,3,5,16
37157,37,3,5,16
37159,37,3,5,16
37161,37,3,5,16
37163,37,3,5,16
37165,37,3,5,16
37167,37,3,5,16
37169,37,3,5,16
37171,37,3,5,16
37173,37,3,5,16
37175,37,3,5,15
37177,37,3,5,16
37179,37,3,5,16
37181,37,3,5,16
37183,37,3,5,16
37185,37,3,5,16
37187,37,3,5,16
37189,37,3,5,16
37191,37,3,5,16
37193,37,3,5,16
37195,37,3,5,16
37197,37,3,5,16
37199,37,3,5,16
38001,38,2,4,4
38003,38,2,4,4
38005,38,2,4,4
38007,38,2,4,4
38009,38,2,4,4
38011,38,2,4,4
38013,38,2,4,4
38015,38,2,4,4
38017,38,2,4,4
38019,38,2,4,4
38021,38,2,4,4
38023,38,2,4,4
38025,38,2,4,4
38027,38,2,4,4
38029,38,2,4,4
38031,38,2,4,4
38033,38,2,4,4
38035,38,2,4,4
38037,38,2,4,4
38039,38,2,4,4
38041,38,2,4,4
38043,38,2,4,4
38045,38,2,4,4
38047,38,2,4,4
38049,38,2,4,4
38051,38,2,4,4
38053,38,2,4,4
38055,38,2,4,4
38057,38,2,4,4
38059,38,2,4,4
38061,38,2,4,4
38063,38,2,4,4
38065,38,2,4,4
38067,38,2,4,4
38069,38,2,4,4
38071,38,2,4,4
38073,38,2,4,4
38075,38,2,4,4
38077,38,2,4,4
38079,38,2,4,4
38081,38,2,4,4
38083,38,2,4,4
38085,38,2,4,4
38087,38,2,4,4
38089,38,2,4,4
38091,38,2,4,4
38093,38,2,4,4
38095,38,2,4,4
38097,38,2,4,4
38099,38,2,4,4
38101,38,2,4,4
38103,38,2,4,4
38105,38,2,4,4
39001,39,2,3,11
39003,39,2,3,11
39005,39,2,3,11
39007,39,2,3,11
39009,39,2,3,11
39011,39,2,3,11
39013,39,2,3,11
39015,39,2,3,11
39017,39,2,3,11
39019,39,2,3,11
39021,39,2,3,11
39023,39,2,3,11
39025,39,2,3,11
39027,39,2,3,11
39029,39,2,3,11
39031,39,2,3,11
39033,39,2,3,11
39035,39,2,3,11
39037,39,2,3,11
39039,39,2,3,11
39041,39,2,3,11
39043,39,2,3,11
39045,39,2,3,11
39047,39,2,3,11
39049,39,2,3,11
39051,39,2,3,11
39053,39,2,3,11
39055,39,2,3,11
39057,39,2,3,11
39059,39,2,3,11
39061,39,2,3,11
39063,39,2,3,11
39065,39,2,3,11
39067,39,2,3,11
39069,39,2,3,11
39071,39,2,3,11
39073,39,2,3,11
39075,39,2,3,11
39077,39,2,3,11
39079,39,2,3,11
39081,39,2,3,11
39083,39,2,3,11
39085,39,2,3,11
39087,39,2,3,11
39089,39,2,3,11
39091,39,2,3,11
39093,39,2,3,11
39095,39,2,3,11
39097,39,2,3,11
39099,39,2,3,11
39101,39,2,3,11
39103,39,2,3,11
39105,39,2,3,11
39107,39,2,3,11
39109,39,2,3,11
39111,39,2,3,11
39113,39,2,3,11
39115,39,2,3,11
39117,39,2,3,11
39119,39,2,3,11
39121,39,2,3,11
39123,39,2,3,11
39125,39,2,3,11
39127,39,2,3,11
39129,39,2,3,11
39131,39,2,3,11
39133,39,2,3,11
39135,39,2,3,11
39137,39,2,3,11
39139,39,2,3,11
39141,39,2,3,11
39143,39,2,3,11
39145,39,2,3,11
39147,39,2,3,11
39149,39,2,3,11
39151,39,2,3,11
39153,39,2,3,11
39155,39,2,3,11
39157,39,2,3,11
39159,39,2,3,11
39161,39,2,3,11
39163,39,2,3,11
39165,39,2,3,11
39167,39,2,3,11
39169,39,2,3,11
39171,39,2,3,11
39173,39,2,3,11
39175,39,2,3,11
40001,40,3,7,18
40003,40,3,7,18
40005,40,3,7,18
40007,40,3,7,18
40009,40,3,7,18
40011,40,3,7,18
40013,40,3,7,18
40015,40,3,7,18
40017,40,3,7,18
40019,40,3,7,18
40021,40,3,7,18
40023,40,3,7,18
40025,40,3,7,18
40027,40,3,7,18
40029,40,3,7,18
40031,40,3,7,18
40033,40,3,7,18
40035,40,3,7,18
40037,40,3,7,18
40039,40,3,7,18
40041,40,3,7,18
40043,40,3,7,18
40045,40,3,7,18
40047,40,3,7,18
40049,40,3,7,18
40051,40,3,7,18
40053,40,3,7,18
40055,40,3,7,18
40057,40,3,7,18
40059,40,3,7,18
40061,40,3,7,18
40063,40,3,7,18
40065,40,3,7,18
40067,40,3,7,18
40069,40,3,7,18
40071,40,3,7,18
40073,40,3,7,18
40075,40,3,7,18
40077,40,3,7,18
40079,40,3,7,18
40081,40,3,7,18
40083,40,3,7,18
40085,40,3,7,18
40087,40,3,7,18
40089,40,3,7,18
40091,40,3,7,18
40093,40,3,7,18
40095,40,3,7,18
40097,40,3,7,18
40099,40,3,7,18
40101,40,3,7,18
40103,40,3,7,18
40105,40,3,7,18
40107,40,3,7,18
40109,40,3,7,18
40111,40,3,7,18
40113,40,3,7,18
40115,40,3,7,18
40117,40,3,7,18
40119,40,3,7,18
40121,40,3,7,18
40123,40,3,7,18
40125,40,3,7,18
40127,40,3,7,18
40129,40,3,7,18
40131,40,3,7,18
40133,40,3,7,18
40135,40,3,7,18
40137,40,3,7,18
40139,40,3,7,18
40141,40,3,7,18
40143,40,3,7,18
40145,40,3,7,18
40147,40,3,7,18
40149,40,3,7,18
40151,40,3,7,18
40153,40,3,7,18
41001,41,4,9,21
41003,41,4,9,21
41005,41,4,9,21
41007,41,4,9,21
41009,41,4,9,21
41011,41,4,9,21
41013,41,4,9,21
41015,41,4,9,21
41017,41,4,9,21
41019,41,4,9,21
41021,41,4,9,21
41023,41,4,9,21
41025,41,4,9,21
41027,41,4,9,21
41029,41,4,9,21
41031,41,4,9,21
41033,41,4,9,21
41035,41,4,9,21
41037,41,4,9,21
41039,41,4,9,21
41041,41,4,9,21
41043,41,4,9,21
41045,41,4,9,21
41047,41,4,9,21
41049,41,4,9,21
41051,41,4,9,21
41053,41,4,9,21
41055,41,4,9,21
41057,41,4,9,21
41059,41,4,9,21
41061,41,4,9,21
41063,41,4,9,21
41065,41,4,9,21
41067,41,4,9,21
41069,41,4,9,21
41071,41,4,9,21
42001,42,1,2,9
42003,42,1,2,11
42005,42,1,2,9
42007,42,1,2,11
42009,42,1,2,11
42011,42,1,2,9
42013,42,1,2,9
42015,42,1,2,9
42017,42,1,2,9
42019,42,1,2,11
42021,42,1,2,9
42023,42,1,2,11
42025,42,1,2,9
42027,42,1,2,11
42029,42,1,2,9
42031,42,1,2,9
42033,42,1,2,9
42035,42,1,2,11
42037,42,1,2,9
42039,42,1,2,9
42041,42,1,2,9
42043,42,1,2,9
42045,42,1,2,9
42047,42,1,2,9
42049,42,1,2,9
42051,42,1,2,11
42053,42,1,2,9
42055,42,1,2,9
42057,42,1,2,11
42059,42,1,2,11
42061,42,1,2,9
42063,42,1,2,9
42065,42,1,2,9
42067,42,1,2,9
42069,42,1,2,9
42071,42,1,2,9
42073,42,1,2,11
42075,42,1,2,9
42077,42,1,2,9
42079,42,1,2,9
42081,42,1,2,11
42083,42,1,2,9
42085,42,1,2,11
42087,42,1,2,9
42089,42,1,2,9
42091,42,1,2,9
42093,42,1,2,9
42095,42,1,2,9
42097,42,1,2,9
42099,42,1,2,9
42101,42,1,2,9
42103,42,1,2,9
42105,42,1,2,11
42107,42,1,2,9
42109,42,1,2,9
42111,42,1,2,9
42113,42,1,2,9
42115,42,1,2,9
42117,42,1,2,9
42119,42,1,2,9
42121,42,1,2,9
42123,42,1,2,9
42125,42,1,2,11
42127,42,1,2,9
42129,42,1,2,11
42131,42,1,2,9
42133,42,1,2,9
44001,44,1,1,5
44003,44,1,1,5
44005,44,1,1,5
44007,44,1,1,5
44009,44,1,1,5
45001,45,3,5,16
45003,45,3,5,16
45005,45,3,5,16
45007,45,3,5,16
45009,45,3,5,16
45011,45,3,5,16
45013,45,3,5,16
45015,45,3,5,16
45017,45,3,5,16
45019,45,3,5,16
45021,45,3,5,16
45023,45,3,5,16
45025,45,3,5,16
45027,45,3,5,16
45029,45,3,5,16
45031,45,3,5,16
45033,45,3,5,16
45035,45,3,5,16
45037,45,3,5,16
45039,45,3,5,16
45041,45,3,5,16
45043,45,3,5,16
45045,45,3,5,16
45047,45,3,5,16
45049,45,3,5,16
45051,45,3,5,16
45053,45,3,5,16
45055,45,3,5,16
45057,45,3,5,16
45059,45,3,5,16
45061,45,3,5,16
45063,45,3,5,16
45065,45,3,5,16
45067,45,3,5,16
45069,45,3,5,16
45071,45,3,5,16
45073,45,3,5,16
45075,45,3,5,16
45077,45,3,5,16
45079,45,3,5,16
45081,45,3,5,16
45083,45,3,5,16
45085,45,3,5,16
45087,45,3,5,16
45089,45,3,5,16
45091,45,3,5,16
46003,46,2,4,4
46005,46,2,4,4
46007,46,2,4,4
46009,46,2,4,4
46011,46,2,4,4
46013,46,2,4,4
46015,46,2,4,4
46017,46,2,4,4
46019,46,2,4,22
46021,46,2,4,4
46023,46,2,4,4
46025,46,2,4,4
46027,46,2,4,4
46029,46,2,4,4
46031,46,2,4,4
46033,46,2,4,22
46035,46,2,4,4
46037,46,2,4,4
46039,46,2,4,4
46041,46,2,4,4
46043,46,2,4,4
46045,46,2,4,4
46047,46,2,4,22
46049,46,2,4,4
46051,46,2,4,4
46053,46,2,4,4
46055,46,2,4,4
46057,46,2,4,4
46059,46,2,4,4
46061,46,2,4,4
46063,46,2,4,4
46065,46,2,4,4
46067,46,2,4,4
46069,46,2,4,4
46071,46,2,4,4
46073,46,2,4,4
46075,46,2,4,4
46077,46,2,4,4
46079,46,2,4,4
46081,46,2,4,22
46083,46,2,4,4
46085,46,2,4,4
46087,46,2,4,4
46089,46,2,4,4
46091,46,2,4,4
46093,46,2,4,4
46095,46,2,4,4
46097,46,2,4,4
46099,46,2,4,4
46101,46,2,4,4
46103,46,2,4,4
46105,46,2,4,4
46107,46,2,4,4
46109,46,2,4,4
46111,46,2,4,4
46113,46,2,4,4
46115,46,2,4,4
46117,46,2,4,4
46119,46,2,4,4
46121,46,2,4,4
46123,46,2,4,4
46125,46,2,4,4
46127,46,2,4,4
46129,46,2,4,4
46135,46,2,4,4
46137,46,2,4,4
47001,47,3,6,15
47003,47,3,6,15
47005,47,3,6,15
47007,47,3,6,15
47009,47,3,6,15
47011,47,3,6,15
47013,47,3,6,15
47015,47,3,6,15
47017,47,3,6,15
47019,47,3,6,15
47021,47,3,6,15
47023,47,3,6,15
47025,47,3,6,15
47027,47,3,6,15
47029,47,3,6,15
47031,47,3,6,15
47033,47,3,6,15
47035,47,3,6,15
47037,47,3,6,15
47039,47,3,6,15
47041,47,3,6,15
47043,47,3,6,15
47045,47,3,6,15
47047,47,3,6,15
47049,47,3,6,15
47051,47,3,6,15
47053,47,3,6,15
47055,47,3,6,15
47057,47,3,6,15
47059,47,3,6,15
47061,47,3,6,15
47063,47,3,6,15
47065,47,3,6,15
47067,47,3,6,15
47069,47,3,6,15
47071,47,3,6,15
47073,47,3,6,15
47075,47,3,6,15
47077,47,3,6,15
47079,47,3,6,15
47081,47,3,6,15
47083,47,3,6,15
47085,47,3,6,15
47087,47,3,6,15
47089,47,3,6,15
47091,47,3,6,15
47093,47,3,6,15
47095,47,3,6,15
47097,47,3,6,15
47099,47,3,6,15
47101,47,3,6,15
47103,47,3,6,15
47105,47,3,6,15
47107,47,3,6,15
47109,47,3,6,15
47111,47,3,6,15
47113,47,3,6,15
47115,47,3,6,15
47117,47,3,6,15
47119,47,3,6,15
47121,47,3,6,15
47123,47,3,6,15
47125,47,3,6,15
47127,47,3,6,15
47129,47,3,6,15
47131,47,3,6,15
47133,47,3,6,15
47135,47,3,6,15
47137,47,3,6,15
47139,47,3,6,15
47141,47,3,6,15
47143,47,3,6,15
47145,47,3,6,15
47147,47,3,6,15
47149,47,3,6,15
47151,47,3,6,15
47153,47,3,6,15
47155,47,3,6,15
47157,47,3,6,15
47159,47,3,6,15
47161,47,3,6,15
47163,47,3,6,15
47165,47,3,6,15
47167,47,3,6,15
47169,47,3,6,15
47171,47,3,6,16
47173,47,3,6,15
47175,47,3,6,15
47177,47,3,6,15
47179,47,3,6,15
47181,47,3,6,15
47183,47,3,6,15
47185,47,3,6,15
47187,47,3,6,15
47189,47,3,6,15
48001,48,3,7,1
48003,48,3,7,1
48005,48,3,7,12
48007,48,3,7,1
48009,48,3,7,1
48011,48,3,7,18
48013,48,3,7,1
48015,48,3,7,1
48017,48,3,7,18
48019,48,3,7,1
48021,48,3,7,1
48023,48,3,7,1
48025,48,3,7,1
48027,48,3,7,1
48029,48,3,7,1
48031,48,3,7,1
48033,48,3,7,1
48035,48,3,7,1
48037,48,3,7,18
48039,48,3,7,1
48041,48,3,7,1
48043,48,3,7,1
48045,48,3,7,18
48047,48,3,7,1
48049,48,3,7,1
48051,48,3,7,1
48053,48,3,7,1
48055,48,3,7,1
48057,48,3,7,1
48059,48,3,7,1
48061,48,3,7,1
48063,48,3,7,18
48065,48,3,7,18
48067,48,3,7,18
48069,48,3,7,18
48071,48,3,7,12
48073,48,3,7,1
48075,48,3,7,18
48077,48,3,7,1
48079,48,3,7,18
