Sector,emis,region_cd,region,emis_base,emis_2020,emis_2030,emis_2040,emis_2050,GF_2020,GF_2030,GF_2040,GF_2050
industrial,PM25.PRI,1,northeast,25.4235651356302,22.842520554788,21.372411194187,20.874333429872,17.257517518687,0.898478259556724,0.840653585764586,0.821062400906843,0.67880005918215
industrial,SO2,1,northeast,250.985403443431,205.234860341004,178.81554767303,166.276978513891,109.076369345549,0.817716319456249,0.712453972301751,0.662496608299248,0.434592481670486
industrial,VOC,1,northeast,11.1043970066085,11.864546763964,11.924507069417,12.391149807525,13.208756005666,1.06845484332946,1.07385453368791,1.11587777347574,1.18950682309045
electric power,BC,7,northeast power coordinating council / long island,0.01477282686215,0.002518678224695,0.00226819104025,0.00201967619584,0.00114001254023,0.170493991989319,0.153538050734312,0.13671562082777,0.0771695594125501
electric power,CH4,7,northeast power coordinating council / long island,0.537056666666667,0.263495,0.208985,0.24119,0.433585,0.490627928772259,0.389130259376726,0.449095998560053,0.807335662903356
electric power,CO,7,northeast power coordinating council / long island,7.31972538903975,3.74680625420488,2.9627946141772,3.43903668248656,6.26424359790392,0.511877981080437,0.404768547548732,0.469831380236754,0.855803088908736
electric power,CO2,7,northeast power coordinating council / long island,0.537056666666667,0.263495,0.208985,0.24119,0.433585,0.490627928772259,0.389130259376726,0.449095998560053,0.807335662903356
electric power,OC,7,northeast power coordinating council / long island,0.0550361866362966,0.024933798374755,0.01989400593342,0.02269813763706,0.03971483008248,0.453043713575734,0.36147137273315,0.412422063088406,0.72161304243212
electric power,PM10.PRI,7,northeast power coordinating council / long island,1.03812419346953,0.19986226027459,0.17622076671384,0.16424225125308,0.13226998629708,0.192522495412257,0.169749214807229,0.158210599739675,0.127412487955819
electric power,PM25.PRI,7,northeast power coordinating council / long island,0.312666186125176,0.076176028581835,0.06483535837659,0.06506080939452,0.07628671149801,0.24363372811711,0.207362872141962,0.208083931942909,0.243987725194782
electric power,VOC,7,northeast power coordinating council / long island,0.539245852713215,0.274184046966815,0.21691270533425,0.25155525379328,0.45728237294191,0.508458332293625,0.402251967711673,0.466494554436682,0.848003504600164
electric power,BC,5,northeast power coordinating council / northeast,0.335326807746516,0.03758984974303,0.02542233716609,0.025438567988645,0.029440146708925,0.11209914887403,0.0758136139992349,0.0758620169964902,0.0877953865566863
electric power,CH4,5,northeast power coordinating council / northeast,2.44770333333333,1.895935,1.54637,1.523275,1.345985,0.774577120593319,0.631763653274975,0.622328277800551,0.549897114437888
electric power,CO,5,northeast power coordinating council / northeast,33.987266392801,27.4246203999764,22.3910032868894,22.0509746647703,19.4621630084624,0.806908684064844,0.658805654685784,0.648801065961603,0.572631019615769
electric power,CO2,5,northeast power coordinating council / northeast,2.44770333333333,1.895935,1.54637,1.523275,1.345985,0.774577120593319,0.631763653274975,0.622328277800551,0.549897114437888
electric power,OC,5,northeast power coordinating council / northeast,0.784571841896094,0.23668779570005,0.18397279981696,0.181722992095605,0.172681009765065,0.301677657877755,0.234488150087503,0.231620588952607,0.22009585425312
electric power,PM10.PRI,5,northeast power coordinating council / northeast,12.2125650427508,1.53461359085642,0.99386322967903,0.99631255857249,1.09545948792753,0.125658580771887,0.0813803837441155,0.0815809418484028,0.0896993779842981
electric power,PM25.PRI,5,northeast power coordinating council / northeast,7.91779454786041,1.11380136591215,0.78838779119067,0.784727386293385,0.853121932271305,0.140670657615526,0.0995716403633777,0.0991093392926492,0.107747419703109
electric power,VOC,5,northeast power coordinating council / northeast,2.69805299570507,2.0252030334419,1.65340254782385,1.6285529809335,1.44296918126164,0.750616476646586,0.612813221406635,0.603603036532618,0.534818694650792
electric power,BC,6,northeast power coordinating council / nyc-westchest,0.00878118655915915,0.00691502416271,0.00689135608229,0.00044180416784,0.000132146782345,0.78748175045858,0.784786433571671,0.050312581888968,0.0150488526185753
electric power,CH4,6,northeast power coordinating council / nyc-westchest,1.24336,0.996635,0.96744,0.808915,0.768245,0.801565918157253,0.778085188521427,0.650587923047228,0.617878168832841
electric power,CO,6,northeast power coordinating council / nyc-westchest,17.7822236316067,14.2576920647946,13.8341494381594,11.7422656388766,11.1613510887945,0.801794666413514,0.777976350132616,0.660337305510288,0.627669031726488
